,thresholds,expected_precision,expected_recall,actual_precision,actual_recall,expected_tp,expected_fp,expected_tn,expected_fn,expected_n_selected,actual_tp,actual_fp,actual_n_obj
37,0.38,0.8514737921246027,0.6669119902647062,0.8792372881355932,0.5608108108108109,401.8956298828125,70.10440063476562,179327.265625,200.72605895996094,472.0,415,57,740
38,0.39,0.8534556936710439,0.6656318611916372,0.8829787234042553,0.5608108108108109,401.1241760253906,68.87584686279297,179328.5,201.4974822998047,470.0,415,55,740
39,0.4,0.8534556936710439,0.6656318611916372,0.8829787234042553,0.5608108108108109,401.1241760253906,68.87584686279297,179328.5,201.4974822998047,470.0,415,55,740
40,0.41000000000000003,0.8563456565971292,0.6636227328244012,0.8865096359743041,0.5594594594594594,399.9134216308594,67.08657836914062,179330.296875,202.70822143554688,467.0,414,53,740
41,0.42000000000000004,0.8611147661745806,0.6601737864488947,0.8961038961038961,0.5594594594594594,397.83502197265625,64.16500091552734,179333.203125,204.78663635253906,462.0,414,48,740
42,0.43,0.8649545861123431,0.6573762906392443,0.9039301310043668,0.5594594594594594,396.1492004394531,61.85081100463867,179335.515625,206.47247314453125,458.0,414,44,740
43,0.44,0.8687371745508673,0.6544847364799796,0.9074889867841409,0.5567567567567567,394.40667724609375,59.59333801269531,179337.796875,208.21498107910156,454.0,412,42,740
44,0.45,0.8734674602415089,0.6508011690252962,0.9175946547884187,0.5567567567567567,392.1868896484375,56.8131217956543,179340.5625,210.43478393554688,449.0,412,37,740
45,0.46,0.8753397896785864,0.6492910944594458,0.9217002237136466,0.5567567567567567,391.2768859863281,55.72313690185547,179341.640625,211.34478759765625,447.0,412,35,740
46,0.47000000000000003,0.8781313509554476,0.6469902372577988,0.9256756756756757,0.5554054054054054,389.89031982421875,54.10966873168945,179343.28125,212.7313232421875,444.0,411,33,740
47,0.48000000000000004,0.8808725923637685,0.6446247451252058,0.9319727891156463,0.5554054054054054,388.4648132324219,52.53515625,179344.84375,214.1568145751953,441.0,411,30,740
48,0.49,0.8835941819839825,0.6422176275319633,0.9383561643835616,0.5554054054054054,387.0142517089844,50.98575210571289,179346.375,215.60740661621094,438.0,411,27,740
49,0.5,0.8853549082344825,0.6405590380491815,0.9426605504587156,0.5554054054054054,386.0147399902344,49.98524856567383,179347.40625,216.60690307617188,436.0,411,25,740
50,0.51,0.8870936802455357,0.6388729502245324,0.9447004608294931,0.5540540540540541,384.9986572265625,49.00132369995117,179348.375,217.6229705810547,434.0,410,24,740
51,0.52,0.8888255225287544,0.637170304830327,0.9467592592592593,0.5527027027027027,383.9726257324219,48.02739334106445,179349.359375,218.64903259277344,432.0,409,23,740
52,0.53,0.8913648200757576,0.6345532101770996,0.9463869463869464,0.5486486486486486,382.3955078125,46.6044921875,179350.78125,220.2261505126953,429.0,406,23,740
53,0.54,0.8947145708869485,0.6309990478665392,0.9458823529411765,0.5432432432432432,380.2536926269531,44.74631118774414,179352.625,222.3679656982422,425.0,402,23,740
54,0.55,0.8988696870349703,0.6264714415421265,0.9476190476190476,0.5378378378378378,377.5252685546875,42.474754333496094,179354.90625,225.09640502929688,420.0,398,22,740
55,0.56,0.9021745094886193,0.6227864378295186,0.9471153846153846,0.5324324324324324,375.3045959472656,40.695430755615234,179356.6875,227.3170623779297,416.0,394,22,740
56,0.5700000000000001,0.9037840470023777,0.6208980530954897,0.9468599033816425,0.5297297297297298,374.1665954589844,39.8333740234375,179357.546875,228.4550323486328,414.0,392,22,740
57,0.5800000000000001,0.9086297727098652,0.6151802736112039,0.9485294117647058,0.522972972972973,370.720947265625,37.279029846191406,179360.09375,231.90069580078125,408.0,387,21,740
58,0.59,0.9094272023043996,0.6142110175635866,0.9484029484029484,0.5216216216216216,370.1368713378906,36.86314392089844,179360.515625,232.48480224609375,407.0,386,21,740
59,0.6,0.9157359952615914,0.6063152001148951,0.9548872180451128,0.5148648648648648,365.378662109375,33.621341705322266,179363.75,237.24298095703125,399.0,381,18,740
60,0.61,0.9181031506470959,0.6033119650436888,0.9595959595959596,0.5135135135135135,363.56884765625,32.431156158447266,179364.953125,239.05279541015625,396.0,380,16,740
61,0.62,0.9204255315183684,0.6002559464789736,0.9618320610687023,0.5108108108108108,361.72723388671875,31.272789001464844,179366.109375,240.89442443847656,393.0,378,15,740
62,0.63,0.9265620244013799,0.5919574487016354,0.9662337662337662,0.5027027027027027,356.72637939453125,28.273651123046875,179369.109375,245.89527893066406,385.0,372,13,740
63,0.64,0.9304046630859375,0.5866927732986764,0.9657894736842105,0.49594594594594593,353.55377197265625,26.44624137878418,179370.9375,249.06788635253906,380.0,367,13,740
64,0.65,0.9334364546106216,0.5824087613604396,0.9680851063829787,0.4918918918918919,350.97210693359375,25.027860641479492,179372.359375,251.64950561523438,376.0,364,12,740
65,0.66,0.9364450106056788,0.5780700841953084,0.967741935483871,0.4864864864864865,348.3575439453125,23.642444610595703,179373.75,254.26409912109375,372.0,360,12,740
66,0.67,0.940887617934597,0.5714445740975735,0.9672131147540983,0.4783783783783784,344.3648681640625,21.635107040405273,179375.734375,258.25677490234375,366.0,354,12,740
67,0.68,0.9416273979291524,0.5703313540157713,0.9671232876712329,0.47702702702702704,343.6940002441406,21.305992126464844,179376.0625,258.9276123046875,365.0,353,12,740
68,0.6900000000000001,0.9444673067975242,0.5657823925561252,0.9695290858725761,0.47297297297297297,340.95269775390625,20.047279357910156,179377.34375,261.6689147949219,361.0,350,11,740
69,0.7000000000000001,0.9486654792033451,0.558851891550925,0.971830985915493,0.46621621621621623,336.7762451171875,18.223743438720703,179379.15625,265.84539794921875,355.0,345,10,740
70,0.7100000000000001,0.9493590963762358,0.5576850864298538,0.9717514124293786,0.4648648648648649,336.0731201171875,17.926891326904297,179379.453125,266.5485534667969,354.0,344,10,740
71,0.72,0.9506959048184481,0.555315172296829,0.9715909090909091,0.46216216216216216,334.64495849609375,17.35505485534668,179380.015625,267.9767150878906,352.0,342,10,740
72,0.73,0.9526085621306412,0.5516900894761891,0.9742120343839542,0.4594594594594595,332.46038818359375,16.539608001708984,179380.828125,270.1612548828125,349.0,340,9,740
73,0.74,0.9557612219522166,0.5455858815136053,0.9738372093023255,0.4527027027027027,328.7818603515625,15.218133926391602,179382.171875,273.83978271484375,344.0,335,9,740
74,0.75,0.9563877116834457,0.544356461275111,0.9737609329446064,0.45135135135135135,328.0409851074219,14.959026336669922,179382.421875,274.5806579589844,343.0,334,9,740
75,0.76,0.9587548179964048,0.5393398504368349,0.976401179941003,0.4472972972972973,325.01788330078125,13.982133865356445,179383.390625,277.6037902832031,339.0,331,8,740
76,0.77,0.9604899088541666,0.5355343822914059,0.9761904761904762,0.44324324324324327,322.724609375,13.275405883789062,179384.125,279.89703369140625,336.0,328,8,740
77,0.78,0.9626884000847139,0.5303701792086235,0.9759036144578314,0.43783783783783786,319.612548828125,12.387469291687012,179385.0,283.00909423828125,332.0,324,8,740
78,0.79,0.9632169141510102,0.529062947052387,0.9758308157099698,0.43648648648648647,318.8247985839844,12.175209045410156,179385.171875,283.796875,331.0,323,8,740
79,0.8,0.9637413256096118,0.5277517945398992,0.9757575757575757,0.43513513513513513,318.0346374511719,11.965351104736328,179385.421875,284.58697509765625,330.0,322,8,740
80,0.81,0.964712933796208,0.5250821073651474,0.975609756097561,0.43243243243243246,316.42584228515625,11.574132919311523,179385.796875,286.19580078125,328.0,320,8,740
81,0.8200000000000001,0.9675284438992139,0.5169813900597593,0.9751552795031055,0.4243243243243243,311.5441589355469,10.455822944641113,179386.921875,291.07745361328125,322.0,314,8,740
82,0.8300000000000001,0.9688781929614029,0.5128792619893161,0.9780564263322884,0.42162162162162165,309.0721435546875,9.927847862243652,179387.4375,293.54949951171875,319.0,312,7,740
83,0.8400000000000001,0.9692834818138266,0.5114853586213316,0.9779874213836478,0.42027027027027025,308.2321472167969,9.767827987670898,179387.625,294.3894958496094,318.0,311,7,740
84,0.85,0.9708836063457902,0.5058853103963107,0.9777070063694268,0.41486486486486485,304.8574523925781,9.14255428314209,179388.25,297.76422119140625,314.0,307,7,740
85,0.86,0.9731193641563515,0.49736140815782603,0.9772727272727273,0.40675675675675677,299.72076416015625,8.279265403747559,179389.09375,302.9009094238281,308.0,301,7,740
86,0.87,0.9745570734927529,0.49162746434772464,0.9802631578947368,0.4027027027027027,296.2653503417969,7.734647750854492,179389.640625,306.3562927246094,304.0,298,6,740
87,0.88,0.9769183329058817,0.48147083366714427,0.9831649831649831,0.3945945945945946,290.1447448730469,6.855249881744385,179390.53125,312.4768981933594,297.0,292,5,740
88,0.89,0.9778573172433036,0.4770655684514892,0.9863945578231292,0.3918918918918919,287.49005126953125,6.5099687576293945,179390.859375,315.1316223144531,294.0,290,4,740
89,0.9,0.9798787080452417,0.4666695565999941,0.9895470383275261,0.3837837837837838,281.2251892089844,5.774825096130371,179391.609375,321.396484375,287.0,284,3,740
90,0.91,0.9812080978501773,0.45916151994355314,0.9964539007092199,0.37972972972972974,276.70068359375,5.299318790435791,179392.0625,325.9209899902344,282.0,281,1,740
91,0.92,0.982872314453125,0.44852338655993496,0.9963636363636363,0.37027027027027026,270.2898864746094,4.710092067718506,179392.65625,332.33172607421875,275.0,274,1,740
92,0.93,0.9855228322540399,0.4301081694279456,1.0,0.3554054054054054,259.1925048828125,3.8075098991394043,179393.578125,343.4291687011719,263.0,263,0,740
93,0.9400000000000001,0.9866854894022069,0.42079168598529004,1.0,0.3472972972972973,253.5781707763672,3.421833038330078,179393.953125,349.04345703125,257.0,257,0,740
94,0.9500000000000001,0.988237073344569,0.4066942908506213,1.0,0.33513513513513515,245.08279418945312,2.91721248626709,179394.4375,357.53887939453125,248.0,248,0,740
95,0.9600000000000001,0.99008405969498,0.38609590414482536,1.0,0.31756756756756754,232.6697540283203,2.3302550315856934,179395.03125,369.951904296875,235.0,235,0,740
96,0.97,0.991946843116795,0.36048547233723577,1.0,0.2959459459459459,217.23635864257812,1.7636386156082153,179395.609375,385.38531494140625,219.0,219,0,740
97,0.98,0.994610902493593,0.31193943658401974,1.0,0.2554054054054054,187.98146057128906,1.0185301303863525,179396.34375,414.64019775390625,189.0,189,0,740
98,0.99,0.9965247369581653,0.2563156103098917,1.0,0.20945945945945946,154.46133422851562,0.5386598110198975,179396.828125,448.1603088378906,155.0,155,0,740
